Duplicate : 我們  map[key]= we  value= us
Duplicate : 品脫  map[key]= pint  value= pints
Duplicate : 感知  map[key]= sensed  value= perceive
Duplicate : 參數  map[key]= arguments  value= parameters
Duplicate : 公然  map[key]= publicly  value= outright
Duplicate : 雖然  map[key]= though  value= notwithstanding
Duplicate : 紐曼  map[key]= newman  value= newmans
Duplicate : 死亡  map[key]= death  value= mortality
Duplicate : 部長  map[key]= minister  value= ministers
Duplicate : 百萬富翁  map[key]= millionaire  value= millionaires
Duplicate : 提到  map[key]= mentioned  value= mentions
Duplicate : 狂人  map[key]= madman  value= lunatics
Duplicate : 情人  map[key]= sweetheart  value= lover
Duplicate : 可愛  map[key]= cute  value= lovable
Duplicate : 定位  map[key]= locate  value= locating
Duplicate : 蜥蜴  map[key]= lizard  value= lizards
Duplicate : 跛行  map[key]= limp  value= limping
Duplicate : 軍團  map[key]= corps  value= legion
Duplicate : 主要  map[key]= major  value= largely
Duplicate : 厭倦  map[key]= weary  value= jaded
Duplicate : 激烈  map[key]= intense  value= intensely
Duplicate : 保險  map[key]= insurance  value= insure
Duplicate : 安裝  map[key]= mount  value= installation
Duplicate : 增加  map[key]= addition  value= increases
Duplicate : 確定  map[key]= fix  value= identifying
Duplicate : 歇斯底里  map[key]= hysterical  value= hysteria
Duplicate : 催眠  map[key]= hypnosis  value= hypnotize
Duplicate : 駝峰  map[key]= hump  value= humping
Duplicate : 抓  map[key]= catch  value= grasping
Duplicate : 榮耀  map[key]= glory  value= glorified
Duplicate : 燃料  map[key]= fuel  value= fueled
Duplicate : 迷戀  map[key]= obsessive  value= fixated
Duplicate : 擔心  map[key]= worried  value= fearing
Duplicate : 稅  map[key]= duty  value= dues
Duplicate : 師  map[key]= division  value= divisions
Duplicate : 潛水員  map[key]= divers  value= diver
Duplicate : 顯示器  map[key]= monitor  value= displays
Duplicate : 解僱  map[key]= dismiss  value= dismissal
Duplicate : 爆炸  map[key]= explosion  value= detonation
Duplicate : 部署  map[key]= dispose  value= deploy
Duplicate : 部門  map[key]= department  value= departments
Duplicate : 該死的  map[key]= damn  value= damnedest
Duplicate : 雛菊  map[key]= daisy  value= daisies
Duplicate : 爭議  map[key]= dispute  value= controversy
Duplicate : 面對  map[key]= face  value= confronting
Duplicate : 崩潰  map[key]= crashing  value= collapsing
Duplicate : 點擊  map[key]= hits  value= clicks
Duplicate : 通知  map[key]= notice  value= circular
Duplicate : 盤旋  map[key]= circling  value= circled
Duplicate : 特點  map[key]= feature  value= characteristics
Duplicate : 受害者  map[key]= victim  value= casualty
Duplicate : 呼叫者  map[key]= caller  value= callers
Duplicate : 撲  map[key]= flapping  value= bashing
Duplicate : 欄杆  map[key]= railing  value= banister
Duplicate : 動脈  map[key]= artery  value= arteries
Duplicate : 不規則  map[key]= irregular  value= anomaly
Duplicate : 休會  map[key]= recess  value= adjourn
Duplicate : 放棄  map[key]= gave  value= abandonment
Duplicate : 見證  map[key]= witness  value= witnessing
Duplicate : 飛  map[key]= fly  value= winged
Duplicate : 哭泣  map[key]= sob  value= wept
Duplicate : 經  map[key]= classics  value= warp
Duplicate : 貨車  map[key]= van  value= wagons
Duplicate : 不確定  map[key]= uncertain  value= unsure
Duplicate : 解凍  map[key]= thaw  value= unfreeze
Duplicate : 寬容  map[key]= forgiving  value= tolerant
Duplicate : 嬰兒  map[key]= baby  value= toddler
Duplicate : 開關  map[key]= switch  value= switches
Duplicate : 手術  map[key]= surgery  value= surgically
Duplicate : 監管  map[key]= supervision  value= supervising
Duplicate : 蜇  map[key]= sting  value= stung
Duplicate : 存根  map[key]= stub  value= stubs
Duplicate : 鬥爭  map[key]= struggle  value= struggles
Duplicate : 邁  map[key]= mai  value= stride
Duplicate : 噴  map[key]= spray  value= sprayed
Duplicate : 斑點  map[key]= spots  value= speck
Duplicate : 插座  map[key]= outlet  value= socket
Duplicate : 依偎  map[key]= cling  value= snuggle
Duplicate : 走私  map[key]= smuggling  value= smuggled
Duplicate : 頭骨  map[key]= skull  value= skulls
Duplicate : 簡單  map[key]= simple  value= simplicity
Duplicate : 淋浴  map[key]= shower  value= showering
Duplicate : 傳感器  map[key]= sensors  value= sensor
Duplicate : 科幻  map[key]= fi  value= sci
Duplicate : 破壞  map[key]= destroy  value= sabotaging
Duplicate : 騷亂  map[key]= riot  value= riots
Duplicate : 復興  map[key]= renaissance  value= revival
Duplicate : 響應  map[key]= response  value= responds
Duplicate : 代表  map[key]= represent  value= reps
Duplicate : 複製  map[key]= copy  value= reproduction
Duplicate : 排練  map[key]= rehearse  value= rehearsed
Duplicate : 認識  map[key]= recognize  value= recognizing
Duplicate : 破爛  map[key]= junk  value= ratty
Duplicate : 壁球  map[key]= squash  value= racquetball
Duplicate : 貨架  map[key]= shelves  value= racking
Duplicate : 安靜  map[key]= quiet  value= quieter
Duplicate : 金字塔  map[key]= pyramid  value= pyramids
Duplicate : 發布  map[key]= release  value= publication
Duplicate : 謹慎  map[key]= cautious  value= prudence
Duplicate : 潛行  map[key]= sneak  value= prowl
Duplicate : 規定  map[key]= prescribed  value= provisions
Duplicate : 提示  map[key]= suggesting  value= prompt
Duplicate : 過早  map[key]= premature  value= prematurely
Duplicate : 先鋒  map[key]= herald  value= pioneer
Duplicate : 感知  map[key]= sensed  value= perceived
Duplicate : 偷看  map[key]= peeking  value= peeked
Duplicate : 牧場  map[key]= ranch  value= pasture
Duplicate : 狂歡  map[key]= carnival  value= orgy
Duplicate : 點頭  map[key]= nod  value= nodding
Duplicate : 安裝  map[key]= mount  value= mounting
Duplicate : 成熟  map[key]= mature  value= matured
Duplicate : 偽裝  map[key]= disguise  value= masquerading
Duplicate : 奇妙  map[key]= fantastic  value= marvellous
Duplicate : 利潤  map[key]= profit  value= margins
Duplicate : 瘋子  map[key]= lunatic  value= maniacs
Duplicate : 蝨子  map[key]= lice  value= louse
Duplicate : 百合  map[key]= lily  value= lilies
Duplicate : 性慾  map[key]= sexuality  value= libido
Duplicate : 合法  map[key]= legitimate  value= lawful
Duplicate : 榮譽  map[key]= honor  value= kudos
Duplicate : 指關節  map[key]= knuckles  value= knuckle
Duplicate : 果汁  map[key]= juice  value= juices
Duplicate : 判斷  map[key]= judgment  value= judgments
Duplicate : 果醬  map[key]= jam  value= jams
Duplicate : 癢  map[key]= itch  value= itches
Duplicate : 相互作用  map[key]= interact  value= interaction
Duplicate : 機構  map[key]= bodies  value= institutions
Duplicate : 無能  map[key]= incapable  value= inept
Duplicate : 獎勵  map[key]= reward  value= incentives
Duplicate : 嵌頓  map[key]= incarcerated  value= incarceration
Duplicate : 不當  map[key]= inappropriate  value= improper
Duplicate : 想像力  map[key]= imagination  value= imaginative
Duplicate : 飛行  map[key]= flight  value= ight
Duplicate : 希拉里  map[key]= hillary  value= hilary
Duplicate : 頭盔  map[key]= helmet  value= helms
Duplicate : 夏威夷  map[key]= hawaii  value= hawaiian
Duplicate : 黑客  map[key]= hacks  value= hacker
Duplicate : 整潔  map[key]= tidy  value= groomed
Duplicate : 發放  map[key]= dispense  value= granting
Duplicate : 歡樂  map[key]= joy  value= glee
Duplicate : 原諒  map[key]= forgive  value= forgives
Duplicate : 口味  map[key]= tastes  value= flavors
Duplicate : 虛構  map[key]= fictional  value= figment
Duplicate : 特色  map[key]= featuring  value= featured
Duplicate : 夢想  map[key]= dreamed  value= fantasize
Duplicate : 發展  map[key]= development  value= evolve
Duplicate : 擦除  map[key]= erased  value= erasing
Duplicate : 強調  map[key]= stressed  value= emphasize
Duplicate : 電梯  map[key]= lift  value= elevator
Duplicate : 怪異  map[key]= weird  value= eerie
Duplicate : 經銷商  map[key]= dealers  value= distributor
Duplicate : 扭曲  map[key]= warped  value= distorted
Duplicate : 擴張  map[key]= expansion  value= dilated
Duplicate : 數字  map[key]= digital  value= digit
Duplicate : 診斷  map[key]= diagnosis  value= diagnostic
Duplicate : 狡猾  map[key]= tricky  value= crafty
Duplicate : 瘋子  map[key]= lunatic  value= crackpot
Duplicate : 求愛  map[key]= woo  value= courting
Duplicate : 更正  map[key]= correction  value= corrections
Duplicate : 親切  map[key]= gracious  value= cordial
Duplicate : 消費  map[key]= consumed  value= consuming
Duplicate : 關聯  map[key]= related  value= conjunction
Duplicate : 衝突  map[key]= conflict  value= conflicted
Duplicate : 理解  map[key]= understanding  value= comprehension
Duplicate : 收集  map[key]= collect  value= collects
Duplicate : 清理  map[key]= cleared  value= cleanup
Duplicate : 魔術師  map[key]= magician  value= charmer
Duplicate : 牧師  map[key]= priest  value= chaplain
Duplicate : 能力  map[key]= ability  value= capabilities
Duplicate : 計算  map[key]= calculations  value= calculate
Duplicate : 欺負  map[key]= bully  value= bullied
Duplicate : 桶  map[key]= tub  value= buckets
Duplicate : 無聲  map[key]= silent  value= breathed
Duplicate : 爆炸  map[key]= explosion  value= bombings
Duplicate : 失明  map[key]= blinded  value= blindness
Duplicate : 生物  map[key]= creature  value= biologically
Duplicate : 聖經  map[key]= bible  value= bibles
Duplicate : 偏  map[key]= prejudiced  value= biased
Duplicate : 求  map[key]= beg  value= beseech
Duplicate : 取締  map[key]= banned  value= banning
Duplicate : 大膽  map[key]= fearless  value= audacity
Duplicate : 幫助  map[key]= helped  value= assisted
Duplicate : 安東尼  map[key]= anthony  value= antonia
Duplicate : 期待  map[key]= expect  value= anticipating
Duplicate : 沒頭腦  map[key]= mindless  value= airhead
Duplicate : 議程  map[key]= agenda  value= agendas
Duplicate : 船尾  map[key]= poop  value= aft
Duplicate : 赦免  map[key]= pardon  value= absolution
Duplicate : 打擊  map[key]= blow  value= whammy
Duplicate : 洗  map[key]= wash  value= washes
Duplicate : 潑婦  map[key]= shrew  value= vixen
Duplicate : 海盜  map[key]= pirate  value= viking
Duplicate : 錄像帶  map[key]= tapes  value= videotapes
Duplicate : 小瓶  map[key]= vial  value= vials
Duplicate : 沃恩  map[key]= vaughn  value= vaughan
Duplicate : 解壓  map[key]= unpack  value= unpacked
Duplicate : 不公平  map[key]= unfair  value= unfairly
Duplicate : 士兵  map[key]= trooper  value= troopers
Duplicate : 欺騙  map[key]= deceiving  value= tricking
Duplicate : 異常  map[key]= unusual  value= tremendously
Duplicate : 遊歷  map[key]= traveled  value= travelled
Duplicate : 旅客  map[key]= traveler  value= travelers
Duplicate : 叛徒  map[key]= traitor  value= traitors
Duplicate : 火炬  map[key]= torch  value= torches
Duplicate : 溫度  map[key]= temperature  value= temperatures
Duplicate : 戲弄  map[key]= teasing  value= teased
Duplicate : 接受者  map[key]= recipient  value= taker
Duplicate : 同情  map[key]= sympathy  value= sympathies
Duplicate : 刷卡  map[key]= swipe  value= swiped
Duplicate : 聖代  map[key]= sundae  value= sundaes
Duplicate : 支撐  map[key]= brace  value= strut
Duplicate : 結構  map[key]= structure  value= structural
Duplicate : 百葉窗  map[key]= blinds  value= shutters
Duplicate : 精明  map[key]= savvy  value= shrewd
Duplicate : 海岸  map[key]= seaboard  value= shores
Duplicate : 掃描  map[key]= scan  value= scans
Duplicate : 桑德斯  map[key]= sanders  value= saunders
Duplicate : 滿意的  map[key]= satisfying  value= satisfactory
Duplicate : 流鼻涕  map[key]= snotty  value= runny
Duplicate : 騷動  map[key]= commotion  value= ruckus
Duplicate : 莊嚴  map[key]= solemn  value= royally
Duplicate : 翻轉  map[key]= flipped  value= reversal
Duplicate : 懺悔  map[key]= confessing  value= repent
Duplicate : 有關  map[key]= concerning  value= relating
Duplicate : 偵察  map[key]= recon  value= reconnaissance
Duplicate : 接收  map[key]= receiving  value= receives
Duplicate : 球拍  map[key]= racket  value= racquet
Duplicate : 木偶  map[key]= puppet  value= puppeteer
Duplicate : 嘔吐  map[key]= puke  value= puking
Duplicate : 膨化  map[key]= popped  value= puffed
Duplicate : 預期  map[key]= expected  value= prospective
Duplicate : 預計  map[key]= expects  value= projected
Duplicate : 表彰  map[key]= honoring  value= praises
Duplicate : 袋  map[key]= bags  value= pouch
Duplicate : 發布  map[key]= release  value= posting
Duplicate : 明信片  map[key]= postcard  value= postcards
Duplicate : 堆  map[key]= pile  value= piled
Duplicate : 假  map[key]= fake  value= phoney
Duplicate : 演出  map[key]= show  value= performances
Duplicate : 補丁  map[key]= patch  value= patching
Duplicate : 參與  map[key]= involved  value= participating
Duplicate : 父母  map[key]= parental  value= parenthood
Duplicate : 反對  map[key]= opposed  value= oppose
Duplicate : 油  map[key]= oil  value= oils
Duplicate : 麻木  map[key]= numb  value= numbing
Duplicate : 鼻孔  map[key]= nostrils  value= nostril
Duplicate : 多管閒事  map[key]= nosy  value= nosey
Duplicate : 提名  map[key]= nominated  value= nominate
Duplicate : 整潔  map[key]= tidy  value= neatly
Duplicate : 午睡  map[key]= napping  value= naps
Duplicate : 謙遜  map[key]= humble  value= modesty
Duplicate : 錯位  map[key]= misplaced  value= misfit
Duplicate : 僱傭兵  map[key]= mercenary  value= mercenaries
Duplicate : 瑪麗莎  map[key]= marissa  value= marisa
Duplicate : 清醒  map[key]= sober  value= lucid
Duplicate : 放鬆  map[key]= relax  value= loosened
Duplicate : 腰  map[key]= waist  value= loins
Duplicate : 割草機  map[key]= mower  value= lawnmower
Duplicate : 克里斯汀  map[key]= christine  value= kristen
Duplicate : 變戲法  map[key]= conjure  value= juggle
Duplicate : 加入  map[key]= join  value= joins
Duplicate : 監獄  map[key]= jail  value= jailhouse
Duplicate : 頂  map[key]= top  value= jacking
Duplicate : 感染  map[key]= infection  value= infections
Duplicate : 痴迷  map[key]= obsessed  value= infatuated
Duplicate : 改進  map[key]= improvement  value= improvements
Duplicate : 懇求  map[key]= plea  value= implore
Duplicate : 激素  map[key]= hormones  value= hormonal
Duplicate : 老鷹  map[key]= eagle  value= hawks
Duplicate : 孵化  map[key]= hatch  value= hatched
Duplicate : 哈林  map[key]= harlin  value= harlem
Duplicate : 哈利  map[key]= harry  value= hari
Duplicate : 塗鴉  map[key]= doodle  value= graffiti
Duplicate : 鱷魚  map[key]= crocodile  value= gator
Duplicate : 收益  map[key]= gain  value= gains
Duplicate : 調情  map[key]= flirting  value= flirted
Duplicate : 指甲  map[key]= fingernails  value= fingernail
Duplicate : 享受  map[key]= enjoy  value= enjoyment
Duplicate : 從事  map[key]= engage  value= embark
Duplicate : 可疑  map[key]= suspicious  value= dubious
Duplicate : 杜安  map[key]= doin  value= duane
Duplicate : 對接  map[key]= butting  value= docking
Duplicate : 羞辱  map[key]= humiliating  value= dishonor
Duplicate : 冒險的  map[key]= risky  value= dicey
Duplicate : 丹尼  map[key]= danny  value= denny
Duplicate : 下降  map[key]= fall  value= declined
Duplicate : 危機  map[key]= crisis  value= crises
Duplicate : 記者  map[key]= reporter  value= correspondent
Duplicate : 咸  map[key]= salty  value= corned
Duplicate : 線  map[key]= line2  value= cords
Duplicate : 貢獻  map[key]= contribution  value= contributing
Duplicate : 沉思  map[key]= muse  value= contemplate
Duplicate : 集裝箱  map[key]= container  value= containers
Duplicate : 同意  map[key]= agree  value= concur
Duplicate : 委託  map[key]= entrusted  value= commissioned
Duplicate : 懸崖  map[key]= cliff  value= cliffs
Duplicate : 笑  map[key]= laugh  value= chuckles
Duplicate : 查看  map[key]= viewing  value= checkout
Duplicate : 臀部  map[key]= hip  value= buttocks
Duplicate : 藍莓  map[key]= blueberry  value= blueberries
Duplicate : 忍受  map[key]= endure  value= bearable
Duplicate : 簽名  map[key]= signature  value= autographs
Duplicate : 吸引  map[key]= attracted  value= attracts
Duplicate : 吸引  map[key]= attracted  value= attracting
Duplicate : 阿拉伯  map[key]= arabia  value= arab
Duplicate : 宣布  map[key]= announcing  value= announces
Duplicate : 安迪  map[key]= andy  value= andie
Duplicate : 驚人  map[key]= amazing  value= alarming
Duplicate : 贊  map[key]= praise  value= zan
Duplicate : 懦夫  map[key]= coward  value= wimps
Duplicate : 寡婦  map[key]= widow  value= widows
Duplicate : 變暖  map[key]= warming  value= warms
Duplicate : 怪人  map[key]= wacko  value= wack
Duplicate : 爭奪  map[key]= scramble  value= vie
Duplicate : 迴轉  map[key]= rotation  value= turnaround
Duplicate : 法庭  map[key]= court  value= tribunal
Duplicate : 德勤  map[key]= touche  value= touché
Duplicate : 趨向  map[key]= tend  value= tended
Duplicate : 嘲諷  map[key]= mocking  value= taunt
Duplicate : 情侶  map[key]= lovers  value= sweethearts
Duplicate : 加強  map[key]= stepped  value= strengthen
Duplicate : 迅速  map[key]= swift  value= speedy
Duplicate : 悶死  map[key]= suffocated  value= smothered
Duplicate : 令人作嘔  map[key]= revolting  value= sickening
Duplicate : 喊  map[key]= shout  value= shouted
Duplicate : 牧羊人  map[key]= shepherd  value= shepherds
Duplicate : 披肩  map[key]= cape  value= shawl
Duplicate : 嚴重  map[key]= serious  value= seriousness
Duplicate : 分離  map[key]= separated  value= separates
Duplicate : 仙  map[key]= cents  value= sen
Duplicate : 蘇打水  map[key]= sodas  value= seltzer
Duplicate : 羅比  map[key]= robbie  value= robby
Duplicate : 里奇  map[key]= richie  value= ritchie
Duplicate : 提醒  map[key]= remind  value= reminders
Duplicate : 襤褸的  map[key]= seedy  value= raggedy
Duplicate : 細節  map[key]= detail  value= particulars
Duplicate : 赦免  map[key]= pardon  value= pardoned
Duplicate : 逃脫  map[key]= escaped  value= outrun
Duplicate : 向前  map[key]= ahead  value= onward
Duplicate : 缺口  map[key]= notch  value= nicked
Duplicate : 蚊子  map[key]= mosquito  value= mosquitoes
Duplicate : 分  map[key]= divide  value= min
Duplicate : 模仿  map[key]= mock  value= impersonate
Duplicate : 移民  map[key]= immigration  value= immigrants
Duplicate : 可怕  map[key]= terrible  value= horrid
Duplicate : 母雞  map[key]= hen  value= hens
Duplicate : 傳聞  map[key]= rumor  value= hearsay
Duplicate : 阻礙  map[key]= embarrass  value= hamper
Duplicate : 黑客  map[key]= hacks  value= hacking
Duplicate : 監護人  map[key]= guardian  value= guardians
Duplicate : 門房  map[key]= porter  value= gatehouse
Duplicate : 釣魚  map[key]= fishing  value= fished
Duplicate : 完成  map[key]= complete  value= finalize
Duplicate : 假  map[key]= fake  value= falsely
Duplicate : 時尚  map[key]= fashion  value= fad
Duplicate : 出口  map[key]= exit  value= export
Duplicate : 利用  map[key]= exploit  value= exploited
Duplicate : 擴大  map[key]= expand  value= enlarged
Duplicate : 精英  map[key]= elite  value= elitist
Duplicate : 優雅  map[key]= classy  value= elegance
Duplicate : 艾琳  map[key]= erin  value= eileen
Duplicate : 劑量  map[key]= potion  value= doses
Duplicate : 病態的  map[key]= pathological  value= diseased
Duplicate : 診斷  map[key]= diagnosis  value= diagnose
Duplicate : 鄙視  map[key]= despise  value= despised
Duplicate : 被告  map[key]= accused  value= defendant
Duplicate : 達菲  map[key]= duffy  value= daffy
Duplicate : 加冕  map[key]= coronation  value= crowned
Duplicate : 一貫  map[key]= consistent  value= consistently
Duplicate : 養護  map[key]= curing  value= conserve
Duplicate : 完成  map[key]= complete  value= completing
Duplicate : 教練  map[key]= coach  value= coaches
Duplicate : 克里斯蒂  map[key]= christie  value= christy
Duplicate : 脆  map[key]= crisp  value= brittle
Duplicate : 違反  map[key]= violation  value= breached
Duplicate : 抵制  map[key]= resist  value= boycott
Duplicate : 脫口而出  map[key]= blurt  value= blurted
Duplicate : 喇嘛  map[key]= lama  value= bla
Duplicate : 分娩  map[key]= birth  value= birthing
Duplicate : 銀行家  map[key]= banker  value= bankers
Duplicate : 平衡  map[key]= balance  value= balancing
Duplicate : 驚人  map[key]= amazing  value= astounding
Duplicate : 阿倫  map[key]= allen  value= arlen
Duplicate : 疏遠  map[key]= estranged  value= alienating
Duplicate : 布宜諾斯艾利斯  map[key]= buenos  value= aires
Duplicate : 青春期  map[key]= puberty  value= adolescence
Duplicate : 地址  map[key]= address  value= addressing
Duplicate : 實現  map[key]= realize  value= achieving
Duplicate : 無線  map[key]= wi  value= wireless
Duplicate : 狼人  map[key]= werewolf  value= werewolves
Duplicate : 瓦  map[key]= tile  value= watts
Duplicate : 袋鼠  map[key]= kangaroo  value= wallaby
Duplicate : 萬歲  map[key]= hooray  value= viva
Duplicate : 更新  map[key]= update  value= updates
Duplicate : 破壞  map[key]= destroy  value= undermining
Duplicate : 轉移  map[key]= distract  value= transference
Duplicate : 蜱  map[key]= tick  value= ticks
Duplicate : 標籤  map[key]= tag  value= tagging
Duplicate : 超級英雄  map[key]= superhero  value= superheroes
Duplicate : 釘  map[key]= nail  value= studs
Duplicate : 跺腳  map[key]= stomp  value= stomping
Duplicate : 樓梯  map[key]= stairs  value= stairway
Duplicate : 灑  map[key]= spilled  value= sprinkle
Duplicate : 扭傷  map[key]= sprained  value= sprain
Duplicate : 噴  map[key]= spray  value= spouting
Duplicate : 贊助  map[key]= sponsor  value= sponsoring
Duplicate : 碎片  map[key]= shreds  value= splinter
Duplicate : 舒適  map[key]= cozy  value= snug
Duplicate : 打噴嚏  map[key]= sneeze  value= sneezing
Duplicate : 剎車  map[key]= brakes  value= skid
Duplicate : 庇護  map[key]= shelter  value= sheltered
Duplicate : 縫  map[key]= stitch  value= sewed
Duplicate : 被騙  map[key]= cheated  value= scammed
Duplicate : 痂  map[key]= crust  value= scab
Duplicate : 路線  map[key]= route  value= routes
Duplicate : 反思  map[key]= rethink  value= rethinking
Duplicate : 結果  map[key]= results  value= resulted
Duplicate : 不滿  map[key]= unhappiness  value= resented
Duplicate : 重播  map[key]= replay  value= reruns
Duplicate : 襲擊  map[key]= raid  value= raiding
Duplicate : 衣架  map[key]= hanger  value= racks
Duplicate : 數量  map[key]= amounts  value= quantity
Duplicate : 主要  map[key]= major  value= primarily
Duplicate : 總統  map[key]= president  value= presidente
Duplicate : 推遲  map[key]= postpone  value= postponement
Duplicate : 污染  map[key]= contaminated  value= pollution
Duplicate : 調皮  map[key]= naughty  value= playful
Duplicate : 釘住  map[key]= pegged  value= pinning
Duplicate : 專利  map[key]= patent  value= patented
Duplicate : 板  map[key]= board  value= panels
Duplicate : 畫家  map[key]= painter  value= painters
Duplicate : 填充  map[key]= filled  value= padding
Duplicate : 職業  map[key]= occupation  value= occupational
Duplicate : 有限  map[key]= limited  value= nite
Duplicate : 黑鬼  map[key]= nigger  value= nigga
Duplicate : 手套  map[key]= gloves  value= mitt
Duplicate : 誤導  map[key]= misguided  value= misled
Duplicate : 誤導  map[key]= misguided  value= mislead
Duplicate : 顯微鏡  map[key]= microscope  value= microscopic
Duplicate : 梅根  map[key]= megan  value= meghan
Duplicate : 肉丸  map[key]= meatball  value= meatballs
Duplicate : 測量  map[key]= measure  value= measurements
Duplicate : 麥肯齊  map[key]= mackenzie  value= mckenzie
Duplicate : 困境  map[key]= dilemma  value= lurch
Duplicate : 卡拉  map[key]= carla  value= karla
Duplicate : 陪審員  map[key]= juror  value= jurors
Duplicate : 冒險  map[key]= adventure  value= jumpin
Duplicate : 記者  map[key]= reporter  value= journalists
Duplicate : 路口  map[key]= crossing  value= intersection
Duplicate : 查詢  map[key]= inquiry  value= inquiries
Duplicate : 沉迷  map[key]= addicted  value= indulging
Duplicate : 模仿  map[key]= mock  value= imitate
Duplicate : 忽略  map[key]= overlook  value= ignores
Duplicate : 歇斯底里  map[key]= hysterical  value= hyperventilating
Duplicate : 匆匆  map[key]= quickie  value= hurrying
Duplicate : 危險  map[key]= dangerous  value= hazardous
Duplicate : 粗暴地  map[key]= brutally  value= harshly
Duplicate : 手提包  map[key]= tote  value= handbag
Duplicate : 漢普頓  map[key]= hamptons  value= hampton
Duplicate : 嗨  map[key]= hey  value= hai
Duplicate : 陰沉  map[key]= gloomy  value= glum
Duplicate : 杰羅姆  map[key]= jerome  value= gerome
Duplicate : 根  map[key]= root  value= gen
Duplicate : 脆弱  map[key]= fragile  value= frail
Duplicate : 轉發  map[key]= forwarding  value= forwarded
Duplicate : 便利  map[key]= handy  value= facilitate
Duplicate : 異常  map[key]= unusual  value= exceptionally
Duplicate : 公平  map[key]= fair  value= equity
Duplicate : 持久  map[key]= lasting  value= enduring
Duplicate : 授權  map[key]= authorization  value= empowered
Duplicate : 雇主  map[key]= employer  value= employers
Duplicate : 鰻魚  map[key]= eels  value= eel
Duplicate : 黃昏  map[key]= twilight  value= dusk
Duplicate : 點  map[key]= point  value= dotted
Duplicate : 苦惱  map[key]= mortified  value= distressed
Duplicate : 違抗  map[key]= defy  value= disobey
Duplicate : 失踪  map[key]= missing  value= disappearances
Duplicate : 減少  map[key]= reduced  value= diminish
Duplicate : 部署  map[key]= dispose  value= deployed
Duplicate : 課程  map[key]= course  value= curriculum
Duplicate : 奶油  map[key]= cream  value= creme
Duplicate : 奶油  map[key]= cream  value= creamy
Duplicate : 有禮貌  map[key]= polite  value= courteous
Duplicate : 征服  map[key]= vanquish  value= conquered
Duplicate : 舒適  map[key]= cozy  value= comforts
Duplicate : 凝塊  map[key]= gob  value= clots
Duplicate : 澄清  map[key]= clarify  value= clarification
Duplicate : 引用  map[key]= quote  value= cite
Duplicate : 塊  map[key]= block  value= chunks
Duplicate : 追逐  map[key]= chase  value= chases
Duplicate : 驅逐艦  map[key]= destroyer  value= chaser
Duplicate : 停止  map[key]= stop  value= ceased
Duplicate : 跳躍  map[key]= skip  value= caper
Duplicate : 大砲  map[key]= cannon  value= cannons
Duplicate : 小牛  map[key]= calf  value= calves
Duplicate : 籠  map[key]= cage  value= caged
Duplicate : 棕色  map[key]= brown  value= browns
Duplicate : 瘋狂的  map[key]= nutty  value= bonkers
Duplicate : 保證  map[key]= guarantee  value= assurances
Duplicate : 匿名  map[key]= anonymous  value= anonymity
Duplicate : 附件  map[key]= accessory  value= annex
Duplicate : 安迪  map[key]= andy  value= andi
Duplicate : 合適的  map[key]= suited  value= agreeable
Duplicate : 進步  map[key]= advances  value= advancement
Duplicate : 崇拜  map[key]= adore  value= adoring
Duplicate : 準確  map[key]= exactly  value= accurately
Duplicate : 洋基  map[key]= yankees  value= yanks
Duplicate : 衛生間  map[key]= restroom  value= washroom
Duplicate : 彈頭  map[key]= warhead  value= warheads
Duplicate : 惡棍  map[key]= villain  value= villains
Duplicate : 急  map[key]= emergency  value= urgency
Duplicate : 向上  map[key]= up  value= upward
Duplicate : 簡單  map[key]= simple  value= uncomplicated
Duplicate : 抽搐  map[key]= jerks  value= twitching
Duplicate : 觸發  map[key]= trigger  value= trig
Duplicate : 交易  map[key]= transaction  value= transactions
Duplicate : 突破  map[key]= breakthrough  value= topped
Duplicate : 節約  map[key]= saving  value= thrift
Duplicate : 終止  map[key]= terminate  value= termination
Duplicate : 投降  map[key]= surrender  value= surrendering
Duplicate : 召喚  map[key]= summon  value= summoning
Duplicate : 糖  map[key]= sugar  value= sugars
Duplicate : 物質  map[key]= substance  value= substances
Duplicate : 努力  map[key]= efforts  value= strive
Duplicate : 貼紙  map[key]= sticker  value= stickers
Duplicate : 果醬  map[key]= jam  value= squish
Duplicate : 噴  map[key]= spray  value= spraying
Duplicate : 噴  map[key]= spray  value= spew
Duplicate : 栗色  map[key]= maroon  value= sorrel
Duplicate : 吻  map[key]= kiss  value= snout
Duplicate : 哼  map[key]= hum  value= snort
Duplicate : 拍打  map[key]= flap  value= slaps
Duplicate : 更清晰  map[key]= clearer  value= sharper
Duplicate : 雕塑  map[key]= sculpture  value= sculptures
Duplicate : 掃描  map[key]= scan  value= scanning
Duplicate : 虐待狂  map[key]= sadistic  value= sadist
Duplicate : 划船  map[key]= boating  value= rowing
Duplicate : 修訂  map[key]= amendment  value= revised
Duplicate : 簡歷  map[key]= resume  value= resumes
Duplicate : 恢復  map[key]= recovery  value= restoring
Duplicate : 呼吸  map[key]= breathe  value= respiration
Duplicate : 回收  map[key]= reclaim  value= recycle
Duplicate : 兔子  map[key]= bunny  value= rabbit
Duplicate : 購買  map[key]= buy  value= purchasing
Duplicate : 公主  map[key]= princess  value= princesses
Duplicate : 像樣  map[key]= decent  value= presentable
Duplicate : 繪製  map[key]= drawn  value= plotted
